flesch_reading_ease,smog_index,flesch_kincaid_grade,coleman_liau_index,automated_readability_index,dale_chall_readability_score,difficult_words,linsear_write_formula,gunning_fog,text_standard,mean_parse_tree_depth,max_parse_tree_depth,mean_ents_per_sentence,total_ents,total_chars,total_words,chars_per_word,total_sentences,words_per_sentence,nonstop_word_count,nonstop_char_count,nonstop_token_proportion,not_dale_chall_count,syllable_count,polysyllable_count,nonspace_char_count,adj,adp,adv,aux,conj,cconj,det,intj,noun,num,part,pron,propn,punct,sconj,sym,verb,x,space,mean_adj,mean_adp,mean_adv,mean_aux,mean_conj,mean_cconj,mean_det,mean_intj,mean_noun,mean_num,mean_part,mean_pron,mean_propn,mean_punct,mean_sconj,mean_sym,mean_verb,mean_x,mean_space
69.49,8.1,12.3,6.69,15.3,6.73,12,17.666666666666668,14.4,7.0,1.6339869281045751,12,4.25,17,721,141,5.113475177304965,4,35.25,1.469387755102041,7.918367346938775,0.4675324675324675,17,159,1,581,7,29,3,4,0,6,27,0,27,5,1,5,14,13,0,0,13,0,1,1.4,5.8,0.6,0.8,0.0,1.2,5.4,0.0,5.4,1.0,0.2,1.0,2.8,1.8,0.0,0.0,2.6,0.0,0.6
105.35,3.1,0.6,1.47,0.3,0.81,4,2.8461538461538463,3.32,1.0,0.9613259668508287,5,0.05,1,748,158,4.734177215189874,20,7.9,1.4827586206896552,6.913793103448276,0.4725274725274725,4,164,0,591,14,18,5,15,0,4,22,0,26,0,9,20,4,24,2,0,19,0,3,0.7,0.9,0.25,0.75,0.0,0.2,1.1,0.0,1.3,0.0,0.45,1.0,0.2,0.25,0.1,0.0,0.95,0.0,0.9
103.42,3.1,1.4,1.95,1.2,0.76,3,5.25,4.08,1.0,0.7873303167420814,5,0.19047619047619047,4,874,183,4.775956284153006,21,8.714285714285714,1.5945945945945945,6.756756756756757,0.536036036036036,4,195,0,692,11,8,12,9,0,8,27,5,30,1,11,19,4,38,1,0,38,0,7,0.48,0.38,0.62,0.43,0.0,0.38,1.29,0.24,1.43,0.05,0.52,0.9,0.19,0.9,0.05,0.0,1.81,0.0,0.86
105.55,3.1,0.5,1.53,0.6,0.79,4,3.166666666666667,3.24,1.0,0.7303921568627451,5,0.3181818181818182,7,782,161,4.857142857142857,25,6.44,1.6865671641791045,7.2388059701492535,0.5588235294117647,20,171,0,622,8,15,13,13,0,6,8,2,15,1,9,20,19,40,1,0,34,0,8,0.41,0.64,0.59,0.59,0.0,0.27,0.36,0.09,0.68,0.05,0.41,0.91,0.86,0.86,0.05,0.0,1.55,0.0,0.95
100.88,3.1,2.3,3.41,3.2,0.84,2,4.555555555555555,5.08,3.0,0.8225806451612904,5,0.6153846153846154,8,752,152,4.947368421052632,16,9.5,1.4615384615384615,6.676923076923077,0.5080213903743316,6,162,0,601,8,12,14,6,0,8,25,1,31,3,3,14,4,34,0,0,24,0,8,0.5,0.75,0.88,0.38,0.0,0.5,1.56,0.06,1.94,0.19,0.19,0.88,0.25,1.19,0.0,0.0,1.5,0.0,0.88
98.35,3.1,3.3,3.47,4.1,1.04,3,6.142857142857143,6.08,4.0,0.8860103626943006,5,0.42857142857142855,6,808,167,4.838323353293413,14,11.928571428571429,1.5737704918032787,7.049180327868853,0.4948453608247423,16,178,0,642,7,13,9,5,0,12,22,0,25,0,4,24,7,27,4,0,35,0,7,0.47,0.87,0.6,0.33,0.0,0.8,1.47,0.0,1.6,0.0,0.27,1.6,0.47,0.87,0.27,0.0,2.4,0.0,0.87
76.76,8.2,7.5,8.41,9.9,6.75,24,11.0,9.27,8.0,0.8280542986425339,8,0.5555555555555556,5,1005,177,5.677966101694915,15,11.8,1.4411764705882353,8.5,0.44954128440366975,30,220,4,829,12,16,13,9,0,8,20,1,24,0,7,23,6,40,4,0,37,0,4,1.2,1.6,1.3,0.9,0.0,0.8,2.0,0.1,2.4,0.0,0.7,2.3,0.7,3.1,0.4,0.0,3.6,0.0,1.0
56.6,8.8,17.3,6.29,21.1,7.0,12,26.5,19.83,7.0,1.0410958904109588,8,1.25,5,967,192,5.036458333333333,4,48.0,1.4576271186440677,8.05084745762712,0.3944954128440367,13,222,3,776,17,17,20,14,0,10,20,1,22,2,10,25,6,25,8,0,23,0,1,4.25,4.25,5.0,3.5,0.0,2.5,5.0,0.25,5.5,0.5,2.5,6.25,1.5,5.5,2.0,0.0,5.75,0.0,0.5
43.23,13.8,18.3,9.07,21.6,7.71,21,19.0,20.27,19.0,1.1943127962085307,9,1.75,7,982,178,5.51685393258427,5,35.6,1.4516129032258065,8.758064516129032,0.43902439024390244,25,235,10,805,13,23,11,8,0,12,18,1,24,0,6,21,10,27,8,0,29,0,1,3.25,5.75,2.75,2.0,0.0,3.0,4.5,0.25,6.0,0.0,1.5,5.25,2.5,6.0,2.0,0.0,7.25,0.0,0.75
64.58,9.4,12.2,8.72,16.4,6.6,14,18.0,12.97,9.0,0.6445497630331753,6,0.75,6,907,159,5.70440251572327,20,7.95,1.7272727272727273,8.681818181818182,0.5450236966824644,19,193,6,749,13,14,10,14,0,8,12,3,16,0,3,25,8,51,0,0,34,0,8,0.76,0.82,0.59,0.82,0.0,0.47,0.71,0.18,0.88,0.0,0.18,1.47,0.53,2.06,0.0,0.0,2.0,0.0,0.94
71.82,9.4,11.4,7.03,15.1,6.52,13,18.0,13.68,7.0,0.92,6,1.1666666666666667,7,875,165,5.303030303030303,13,12.692307692307692,1.621212121212121,8.181818181818182,0.5373134328358209,10,189,6,711,3,21,5,7,0,8,24,0,23,0,4,17,16,36,2,0,35,0,4,0.25,1.75,0.42,0.58,0.0,0.67,2.0,0.0,1.92,0.0,0.33,1.42,1.33,2.08,0.17,0.0,2.92,0.0,0.83
77.61,5.3,9.2,5.93,11.2,2.1,9,12.5,10.92,6.0,0.9642857142857143,9,1.625,13,967,183,5.284153005464481,8,22.875,2.12,11.58,0.5170731707317073,24,217,0,785,17,16,11,12,0,9,27,0,30,6,6,20,13,28,2,0,28,0,3,2.12,2.0,1.38,1.5,0.0,1.12,3.38,0.0,3.75,0.75,0.75,2.5,1.62,2.62,0.25,0.0,3.5,0.0,0.75
81.33,7.2,5.7,7.24,7.0,5.32,9,8.0,6.64,7.0,0.7900552486187845,6,1.1111111111111112,10,841,151,5.569536423841059,10,15.1,1.9148936170212767,11.0,0.5112359550561798,14,182,1,691,18,13,16,6,0,13,18,1,21,1,2,6,10,27,1,0,29,0,5,1.64,1.18,1.45,0.55,0.0,1.18,1.64,0.09,2.0,0.09,0.18,0.55,0.82,1.55,0.09,0.0,2.64,0.0,0.82
80.45,5.5,8.1,4.59,8.9,1.97,7,9.0,10.07,9.0,0.9781420765027322,8,1.2857142857142858,9,726,146,4.972602739726027,8,18.25,1.55,7.15,0.5195530726256983,7,161,1,581,11,14,7,7,0,7,13,0,23,0,3,20,13,33,5,0,25,0,5,1.43,2.0,1.0,1.0,0.0,1.0,1.86,0.0,3.43,0.0,0.43,2.86,1.86,4.0,0.71,0.0,3.57,0.0,1.0
71.21,3.1,11.7,5.82,14.0,2.23,6,16.666666666666668,13.44,14.0,0.9800995024875622,8,1.3333333333333333,8,850,168,5.059523809523809,6,28.0,1.6610169491525424,8.152542372881356,0.49748743718592964,4,187,0,683,24,11,12,9,0,14,20,0,30,5,4,11,5,29,3,0,22,0,6,4.0,1.83,2.0,1.5,0.0,2.33,3.33,0.0,5.0,0.83,0.67,1.83,0.83,4.17,0.5,0.0,3.67,0.0,1.0
13.97,0.0,33.7,6.0,42.6,8.98,10,25.0,36.0,34.0,0.9414225941422594,8,2.5,10,924,180,5.133333333333334,16,11.25,1.7285714285714286,7.785714285714286,0.5062761506276151,9,193,0,745,8,17,10,13,0,9,21,2,21,1,6,27,9,54,4,0,38,0,6,0.54,1.31,0.85,1.0,0.0,0.69,1.62,0.15,1.69,0.08,0.46,2.08,0.62,3.23,0.31,0.0,2.92,0.0,0.85
77.5,6.2,9.3,5.87,11.1,1.85,6,12.75,10.96,6.0,0.968609865470852,8,0.7142857142857143,5,968,185,5.232432432432432,7,26.428571428571427,1.4776119402985075,8.432835820895523,0.48058252427184467,9,216,1,784,18,18,14,13,0,11,25,0,36,0,7,18,5,27,4,0,28,0,1,2.25,2.25,1.75,1.62,0.0,1.38,3.12,0.0,4.5,0.0,0.88,2.25,0.62,2.5,0.5,0.0,3.5,0.0,0.75
58.83,9.5,16.4,6.52,20.4,3.05,9,13.25,18.76,10.0,1.0790697674418606,11,1.0,5,935,180,5.194444444444445,5,36.0,1.55,7.983333333333333,0.4386792452830189,13,210,1,756,18,20,11,12,0,13,18,0,27,2,7,22,5,31,4,0,26,0,1,3.0,3.33,1.83,2.0,0.0,2.17,3.0,0.0,4.5,0.33,1.17,3.67,0.83,4.33,0.67,0.0,4.33,0.0,0.67
82.88,5.1,7.2,4.76,8.4,1.81,8,12.5,8.84,5.0,0.7860262008733624,5,0.5,5,895,174,5.14367816091954,15,11.6,1.5671641791044777,7.91044776119403,0.4838709677419355,6,206,0,722,16,15,10,9,0,8,23,2,30,0,5,21,9,43,6,0,29,0,7,1.23,1.15,0.77,0.69,0.0,0.62,1.77,0.15,2.31,0.0,0.38,1.62,0.69,2.54,0.46,0.0,2.23,0.0,1.0
83.12,3.1,9.2,2.1,9.8,1.5,0,16.666666666666668,12.08,10.0,0.8307692307692308,8,3.4,17,683,151,4.52317880794702,13,11.615384615384615,1.75,6.589285714285714,0.5025641025641026,0,151,0,533,14,10,10,14,0,8,11,0,17,1,7,16,23,43,5,0,16,0,5,1.17,0.83,0.83,1.17,0.0,0.67,0.92,0.0,1.58,0.08,0.58,1.33,1.75,2.67,0.42,0.0,1.33,0.0,0.92
98.08,3.1,5.5,1.23,5.4,1.18,0,12.5,9.52,6.0,1.0751173708920188,12,1.375,11,808,190,4.252631578947368,8,23.75,1.3692307692307693,5.323076923076923,0.41784037558685444,0,191,0,619,6,19,7,10,0,22,24,0,19,0,7,19,17,22,5,0,36,0,0,0.75,2.38,0.88,1.25,0.0,2.75,3.0,0.0,2.38,0.0,0.88,2.38,2.12,1.88,0.62,0.0,4.5,0.0,0.88
70.67,10.5,9.8,5.93,11.0,1.59,3,14.0,10.84,11.0,0.7605633802816901,5,2.6666666666666665,24,810,143,5.664335664335664,13,11.0,2.142857142857143,11.0,0.6417112299465241,13,180,1,668,5,13,12,3,0,3,13,2,22,4,3,6,46,56,0,0,23,0,9,0.33,1.08,1.0,0.25,0.0,0.25,1.08,0.17,2.25,0.33,0.25,0.5,3.5,3.75,0.0,0.0,1.92,0.0,1.08
83.53,3.1,9.0,4.08,11.1,1.83,4,9.0,11.92,9.0,0.7837837837837838,6,0.125,1,860,179,4.804469273743017,14,12.785714285714286,1.6923076923076923,7.446153846153846,0.497737556561086,8,189,0,682,14,15,13,7,0,18,18,5,19,0,8,21,0,40,3,0,40,0,7,1.17,1.25,1.08,0.58,0.0,1.5,1.5,0.42,1.58,0.0,0.67,1.75,0.0,2.42,0.25,0.0,3.33,0.0,1.0
75.13,9.8,8.1,8.59,10.8,6.27,17,11.0,10.43,11.0,1.0098039215686274,8,0.7777777777777778,7,964,171,5.637426900584796,10,17.1,1.8703703703703705,10.796296296296296,0.5024630541871922,20,214,9,794,10,12,11,12,0,8,21,0,23,0,8,19,13,29,10,0,27,0,3,1.0,1.2,1.1,1.2,0.0,0.8,2.1,0.0,2.3,0.0,0.8,1.9,1.3,2.0,1.0,0.0,2.7,0.0,1.0
81.26,5.5,7.8,6.1,9.6,1.95,7,16.666666666666668,9.76,6.0,1.0736196319018405,7,0.5714285714285714,4,727,140,5.192857142857143,8,17.5,1.6122448979591837,8.36734693877551,0.4906832298136646,6,165,1,588,11,17,7,7,0,5,23,0,32,0,4,12,4,22,3,0,18,0,3,1.22,1.89,0.78,0.78,0.0,0.56,2.56,0.0,3.56,0.0,0.44,1.33,0.44,1.56,0.33,0.0,2.0,0.0,0.67
9.91,0.0,35.2,5.48,44.1,4.83,2,25.0,37.6,5.0,0.8700787401574803,9,1.6666666666666667,5,949,186,5.102150537634409,14,13.285714285714286,1.8676470588235294,8.25,0.508,2,204,1,764,18,16,8,5,0,15,39,1,46,4,6,12,0,60,1,0,23,0,9,1.5,1.33,0.67,0.42,0.0,1.25,3.25,0.08,3.83,0.33,0.5,1.0,0.0,4.08,0.08,0.0,1.92,0.0,0.92
92.46,6.0,5.6,4.01,6.6,1.51,5,9.0,8.64,6.0,0.925531914893617,6,0.75,6,805,168,4.791666666666667,9,18.666666666666668,1.2622950819672132,6.180327868852459,0.4074074074074074,5,182,1,638,8,16,13,9,0,12,23,1,21,5,5,23,4,20,7,0,22,0,0,0.89,1.78,1.44,1.0,0.0,1.33,2.56,0.11,2.11,0.78,0.56,2.56,0.44,1.33,0.78,0.0,2.44,0.0,0.78
55.75,10.1,15.5,6.17,17.8,7.01,14,18.0,17.43,18.0,1.2270531400966183,11,0.5,2,830,161,5.15527950310559,9,17.88888888888889,1.5689655172413792,7.706896551724138,0.44390243902439025,19,190,4,670,8,16,18,10,0,6,27,1,26,2,2,20,0,44,4,0,23,0,4,1.0,2.0,2.25,1.25,0.0,0.75,3.38,0.12,3.25,0.25,0.25,2.5,0.0,4.62,0.5,0.0,2.88,0.0,0.88
54.91,6.4,20.0,5.13,25.6,3.51,7,17.0,23.2,20.0,0.9904761904761905,7,2.5,10,855,174,4.913793103448276,9,19.333333333333332,1.5423728813559323,7.135593220338983,0.4312796208530806,9,190,0,682,7,19,18,8,0,11,29,1,21,5,5,13,11,36,4,0,23,0,1,0.88,2.38,2.25,1.0,0.0,1.38,3.62,0.12,2.62,0.62,0.62,1.62,1.38,3.62,0.5,0.0,2.88,0.0,0.75
66.78,3.1,15.4,5.65,20.3,2.47,2,25.0,18.52,3.0,0.7124463519313304,5,1.5,15,932,185,5.037837837837838,11,16.818181818181817,1.9375,8.984375,0.5367965367965368,7,202,0,748,17,11,8,4,0,16,33,4,17,0,4,16,28,41,3,0,29,0,6,1.7,1.1,0.8,0.4,0.0,1.6,3.3,0.4,1.7,0.0,0.4,1.6,2.8,3.5,0.3,0.0,2.9,0.0,0.8
74.26,7.6,10.5,5.93,13.0,2.03,5,12.5,12.5,13.0,0.7447916666666666,7,2.2,11,787,153,5.143790849673203,8,19.125,1.7118644067796611,7.9491525423728815,0.53125,13,167,0,635,9,11,15,7,0,15,19,0,20,2,6,17,9,34,0,0,28,0,3,1.12,1.38,1.88,0.88,0.0,1.88,2.38,0.0,2.5,0.25,0.75,2.12,1.12,3.38,0.0,0.0,3.5,0.0,0.88
73.04,9.3,11.0,7.5,14.7,6.62,17,13.5,14.19,7.0,1.1535269709543567,10,0.875,7,1026,180,5.7,12,15.0,1.7384615384615385,9.984615384615385,0.5136363636363637,26,222,3,847,10,24,20,14,0,11,29,1,37,2,4,10,5,49,2,0,24,0,1,0.9,2.4,2.0,1.4,0.0,1.1,2.9,0.1,3.7,0.2,0.4,1.0,0.5,4.0,0.2,0.0,2.5,0.0,0.8
81.56,7.4,7.7,5.75,9.5,1.74,6,7.833333333333334,9.85,8.0,0.9748743718592965,8,1.125,9,841,162,5.191358024691358,10,16.2,1.9019607843137254,9.215686274509803,0.49238578680203043,9,185,3,680,13,13,17,10,0,8,17,0,25,2,7,20,6,31,6,0,26,0,1,1.3,1.3,1.7,1.0,0.0,0.8,1.7,0.0,2.5,0.2,0.7,2.0,0.6,2.2,0.6,0.0,2.6,0.0,0.7
81.87,8.0,7.6,8.01,10.8,6.24,15,8.0,9.73,8.0,1.046875,7,1.1428571428571428,8,889,162,5.487654320987654,8,20.25,1.5862068965517242,8.827586206896552,0.4816753926701571,13,194,3,728,9,21,16,9,0,3,21,0,25,2,10,13,5,27,6,0,26,0,0,1.12,2.62,2.0,1.12,0.0,0.38,2.62,0.0,3.12,0.25,1.25,1.62,0.62,2.5,0.75,0.0,3.25,0.0,0.75
81.63,6.4,5.6,5.68,5.5,5.96,18,5.5,6.0,6.0,0.9579439252336449,8,0.5,6,943,178,5.297752808988764,12,14.833333333333334,1.6129032258064515,8.96774193548387,0.47393364928909953,8,215,3,766,18,16,12,12,0,12,26,0,35,0,4,16,6,34,4,0,20,0,1,1.5,1.33,1.08,1.0,0.0,1.0,2.17,0.0,2.92,0.0,0.33,1.33,0.5,1.92,0.33,0.0,1.58,0.0,0.83
62.89,10.1,14.9,6.23,18.2,2.83,8,18.0,17.44,18.0,0.9393939393939394,7,1.0,4,845,163,5.184049079754601,5,32.6,1.4166666666666667,7.233333333333333,0.44502617801047123,4,188,2,683,8,14,10,10,0,16,22,0,28,1,6,17,6,30,3,0,28,0,2,1.33,2.33,1.67,1.67,0.0,2.67,3.5,0.0,4.67,0.17,1.0,3.0,1.0,4.17,0.5,0.0,4.67,0.0,0.67
80.21,7.6,6.1,7.19,7.4,5.7,13,5.75,7.54,6.0,1.0205128205128204,8,0.36363636363636365,4,893,162,5.512345679012346,13,12.461538461538462,1.8035714285714286,9.946428571428571,0.5287958115183246,7,200,5,732,21,22,13,4,0,6,27,1,32,1,1,10,3,31,1,0,24,0,4,1.62,1.69,1.0,0.31,0.0,0.46,2.08,0.08,2.46,0.08,0.08,0.77,0.31,1.46,0.08,0.0,1.77,0.0,0.77
49.15,10.5,18.1,8.43,22.4,7.54,14,26.0,19.93,11.0,1.0545454545454545,9,1.25,5,764,141,5.418439716312057,4,35.25,1.3877551020408163,8.020408163265307,0.41975308641975306,12,171,3,624,6,21,13,6,0,8,19,0,22,2,4,15,1,23,3,0,23,0,0,1.5,5.25,3.25,1.5,0.0,2.0,4.75,0.0,5.5,0.5,1.0,3.75,0.25,5.0,0.75,0.0,5.75,0.0,0.5
67.22,8.8,11.1,6.57,12.2,6.53,16,13.5,12.82,7.0,1.025,10,1.5,9,900,175,5.142857142857143,6,29.166666666666668,1.28125,7.09375,0.4120603015075377,9,209,4,726,8,24,11,9,0,6,23,0,30,3,8,15,5,25,4,0,30,0,2,1.33,4.0,1.83,1.5,0.0,1.0,3.83,0.0,5.0,0.5,1.33,2.5,0.83,3.33,0.67,0.0,5.0,0.0,0.67
89.28,6.4,4.7,4.0,4.7,1.12,3,6.142857142857143,6.32,5.0,0.8444444444444444,7,1.2,12,705,141,5.0,14,10.071428571428571,1.6363636363636365,7.6,0.5084745762711864,10,162,2,565,13,11,8,9,0,9,18,3,21,1,3,14,9,36,2,0,22,0,3,1.3,1.1,0.8,0.9,0.0,0.9,1.8,0.3,2.1,0.1,0.3,1.4,0.9,2.8,0.2,0.0,2.2,0.0,0.9
95.4,6.7,4.4,5.68,7.0,1.6,8,7.666666666666666,7.9,7.0,0.8493150684931506,6,0.7,7,941,179,5.256983240223463,14,12.785714285714286,1.4054054054054055,7.175675675675675,0.48826291079812206,15,202,4,763,12,14,17,12,0,11,16,1,21,0,5,25,11,35,2,0,35,0,2,0.92,1.08,1.31,0.92,0.0,0.85,1.23,0.08,1.62,0.0,0.38,1.92,0.85,1.92,0.15,0.0,2.69,0.0,0.92
76.29,5.3,9.7,3.95,10.3,1.89,6,17.0,11.64,10.0,0.9608695652173913,7,0.5,4,950,200,4.75,10,20.0,1.5555555555555556,6.805555555555555,0.49344978165938863,3,216,0,751,13,20,12,8,0,16,34,0,34,0,1,20,4,29,4,0,34,0,6,1.62,2.5,1.5,1.0,0.0,2.0,4.25,0.0,4.25,0.0,0.12,2.5,0.5,2.75,0.5,0.0,4.25,0.0,1.0
93.37,5.0,5.2,5.92,8.0,1.69,8,7.5,8.26,8.0,0.8502202643171806,6,0.3333333333333333,3,942,175,5.382857142857143,12,14.583333333333334,1.46875,7.8125,0.4460093896713615,23,195,1,768,8,21,19,9,0,12,21,1,33,2,2,17,5,45,3,0,29,0,4,0.73,1.91,1.73,0.82,0.0,1.09,1.91,0.09,3.0,0.18,0.18,1.55,0.36,3.18,0.27,0.0,2.73,0.0,0.91
83.7,6.4,6.9,4.53,7.5,5.52,10,6.428571428571429,8.73,6.0,0.9033613445378151,6,0.5,6,949,188,5.047872340425532,13,14.461538461538462,1.721311475409836,8.426229508196721,0.46875,12,218,1,762,10,23,13,10,0,8,26,0,27,2,3,22,11,40,4,0,35,0,4,0.92,1.92,1.0,0.83,0.0,0.67,2.17,0.0,2.25,0.17,0.25,1.83,0.83,2.67,0.42,0.0,2.92,0.0,1.0
88.67,3.1,5.0,4.58,5.4,1.2,4,6.142857142857143,6.56,5.0,0.765,6,1.3,13,825,163,5.061349693251533,14,11.642857142857142,1.6551724137931034,7.9655172413793105,0.4824120603015075,16,179,0,663,7,19,11,4,0,16,16,1,20,0,7,17,15,34,3,0,31,0,1,0.64,1.73,0.91,0.36,0.0,1.45,1.45,0.09,1.73,0.0,0.64,1.55,1.55,2.18,0.27,0.0,2.82,0.0,0.82
73.44,3.1,10.8,6.74,13.5,6.2,10,9.0,12.56,7.0,1.0108695652173914,7,1.8,9,817,157,5.203821656050955,5,31.4,1.3584905660377358,7.528301886792453,0.39344262295081966,12,176,0,661,2,17,9,15,0,8,26,0,29,1,7,12,8,25,5,0,21,0,1,0.33,2.83,1.5,2.5,0.0,1.33,4.33,0.0,4.83,0.17,1.17,2.0,1.33,3.33,0.83,0.0,3.5,0.0,0.67
91.61,5.4,3.8,4.81,4.4,1.39,8,6.428571428571429,5.4,5.0,0.7523809523809524,5,0.6428571428571429,9,897,174,5.155172413793103,16,10.875,1.507462686567164,7.432835820895522,0.4855769230769231,14,191,0,724,5,17,13,11,0,5,22,0,33,1,8,26,6,35,3,0,27,0,4,0.29,1.0,0.71,0.65,0.0,0.29,1.29,0.0,1.94,0.06,0.47,1.53,0.41,1.12,0.18,0.0,1.59,0.0,0.82
43.77,12.5,20.1,6.98,24.4,7.54,13,18.666666666666668,22.19,13.0,1.175531914893617,10,1.3333333333333333,4,820,157,5.222929936305732,8,19.625,1.5454545454545454,8.545454545454545,0.4644808743169399,15,186,7,664,14,17,7,10,0,9,25,0,29,0,7,9,4,30,4,0,23,0,4,2.0,2.43,1.0,1.43,0.0,1.29,3.57,0.0,4.14,0.0,1.0,1.29,0.57,3.43,0.57,0.0,3.29,0.0,0.86
72.63,7.8,11.1,6.4,13.9,6.38,14,25.5,13.5,14.0,0.9432314410480349,6,2.1666666666666665,13,998,193,5.170984455958549,11,17.545454545454547,1.5573770491803278,8.360655737704919,0.42035398230088494,13,222,4,806,7,19,17,18,0,6,21,1,27,2,9,20,9,37,5,0,32,0,5,0.7,1.9,1.7,1.8,0.0,0.6,2.1,0.1,2.7,0.2,0.9,2.0,0.9,2.8,0.5,0.0,3.2,0.0,0.8
65.19,11.9,11.9,10.28,16.2,7.63,29,14.75,14.19,12.0,1.106280193236715,9,2.5,15,1076,186,5.78494623655914,6,31.0,1.390625,8.890625,0.4320388349514563,40,237,8,891,5,24,14,10,0,9,30,0,29,3,2,11,17,21,7,0,26,0,0,0.71,3.43,2.14,1.43,0.0,1.14,4.29,0.0,4.14,0.43,0.29,1.57,2.43,2.14,1.0,0.0,3.71,0.0,0.71
58.49,12.0,14.5,8.77,18.2,7.77,27,19.333333333333332,17.45,15.0,0.9951456310679612,9,2.2,11,1034,188,5.5,5,37.6,1.5254237288135593,9.288135593220339,0.43902439024390244,28,233,9,847,10,16,25,17,0,13,28,1,32,6,2,4,2,18,8,0,25,0,1,1.83,2.67,4.17,2.83,0.0,2.17,4.67,0.0,5.33,1.0,0.33,0.67,0.33,2.17,1.33,0.0,4.17,0.0,0.67
67.42,11.2,11.1,8.95,14.1,7.47,22,19.666666666666668,13.81,9.0,1.1325301204819278,10,0.4,2,805,143,5.629370629370629,5,28.6,1.3958333333333333,9.208333333333334,0.4110429447852761,19,182,6,663,9,17,8,8,0,7,24,0,31,1,1,12,3,22,8,0,16,0,0,1.8,3.4,1.6,1.6,0.0,1.4,4.8,0.0,6.2,0.2,0.2,2.4,0.6,3.6,1.6,0.0,3.2,0.0,0.6
66.95,9.5,13.3,7.96,17.6,6.87,13,17.666666666666668,15.91,18.0,1.2716763005780347,8,0.5,2,811,148,5.47972972972973,4,37.0,1.6744186046511629,10.069767441860465,0.42857142857142855,15,177,3,664,8,23,5,6,0,5,25,0,32,0,6,14,2,21,5,0,22,0,0,1.6,4.6,1.0,1.2,0.0,1.0,5.0,0.0,6.4,0.0,1.2,2.8,0.4,3.4,1.0,0.0,4.4,0.0,0.6
72.29,7.8,9.2,7.38,10.6,6.69,17,13.25,10.51,7.0,1.4050632911392404,10,1.1666666666666667,7,767,145,5.289655172413793,6,24.166666666666668,1.469387755102041,8.142857142857142,0.4528301886792453,20,172,3,623,10,16,7,7,0,8,22,0,28,1,3,11,9,14,8,0,15,0,1,1.67,2.67,1.17,1.17,0.0,1.33,3.67,0.0,4.67,0.17,0.5,1.83,1.5,1.5,1.33,0.0,2.5,0.0,0.67
71.18,8.0,9.6,7.03,11.0,6.85,22,13.5,11.02,7.0,0.9760765550239234,9,1.375,11,940,176,5.340909090909091,10,17.6,1.6031746031746033,8.53968253968254,0.49038461538461536,22,210,3,765,19,13,11,11,0,15,26,0,22,1,3,16,13,33,7,0,20,0,1,2.38,1.62,1.38,1.38,0.0,1.88,3.25,0.0,2.88,0.12,0.38,2.0,1.5,3.38,0.88,0.0,2.5,0.0,0.62
67.93,10.5,10.9,9.12,14.2,7.17,23,14.0,13.74,14.0,2.0194174757281553,23,2.1666666666666665,13,974,169,5.763313609467455,6,28.166666666666668,1.4426229508196722,9.114754098360656,0.43349753694581283,27,207,8,806,16,24,5,4,0,9,36,0,34,3,2,8,12,36,2,0,16,0,2,2.29,3.43,0.71,0.57,0.0,1.29,5.14,0.0,4.86,0.43,0.29,1.14,1.71,4.29,0.29,0.0,2.29,0.0,0.71
84.85,7.8,8.5,5.69,11.5,1.97,6,13.0,12.1,6.0,0.9336734693877551,8,0.5,3,859,167,5.1437125748503,6,27.833333333333332,1.4482758620689655,7.793103448275862,0.4444444444444444,16,183,4,693,6,16,9,6,0,14,28,0,30,0,3,20,4,24,10,0,25,0,2,1.0,2.67,1.5,1.0,0.0,2.33,4.67,0.0,5.0,0.0,0.5,3.33,0.67,3.33,1.67,0.0,4.17,0.0,0.83
70.87,10.9,9.7,8.71,12.4,7.29,27,19.666666666666668,12.7,13.0,1.2412060301507537,9,1.4285714285714286,10,991,178,5.567415730337078,7,25.428571428571427,1.3333333333333333,8.761904761904763,0.42424242424242425,32,230,9,814,7,22,8,10,0,9,25,0,30,1,4,18,9,21,6,0,30,0,0,0.88,2.75,1.0,1.25,0.0,1.12,3.12,0.0,3.88,0.12,0.5,2.25,1.0,1.75,0.75,0.0,3.75,0.0,0.75
58.25,11.9,12.5,9.99,15.2,8.3,36,18.666666666666668,14.8,10.0,1.0294117647058822,7,1.0,6,1019,176,5.7897727272727275,6,29.333333333333332,1.4153846153846155,9.323076923076924,0.4577114427860697,40,237,11,844,10,22,8,8,0,10,29,0,33,2,6,12,5,26,4,0,30,0,0,1.43,3.14,1.29,1.14,0.0,1.43,4.14,0.0,4.57,0.29,0.86,1.71,0.71,2.86,0.57,0.0,4.29,0.0,0.71
71.07,9.2,9.7,7.67,11.5,6.76,21,10.4,11.73,10.0,1.354368932038835,12,0.5714285714285714,4,957,173,5.531791907514451,7,24.714285714285715,1.3636363636363635,8.454545454545455,0.45685279187817257,16,217,6,785,13,24,11,8,0,7,35,0,39,1,5,8,4,28,3,0,21,0,1,1.62,2.88,1.5,1.0,0.0,0.88,4.38,0.0,4.88,0.12,0.62,1.0,0.5,2.62,0.38,0.0,2.62,0.0,0.75
