bart,bert,deberta:,electra,roberta,xlnet,flesch_reading_ease,smog_index,flesch_kincaid_grade,coleman_liau_index,automated_readability_index,dale_chall_readability_score,difficult_words,linsear_write_formula,gunning_fog,text_standard_cont,text_standard_cat,mean_parse_tree_depth,max_parse_tree_depth,mean_ents_per_sentence,total_ents,total_chars,total_words,chars_per_word,total_sentences,words_per_sentence,nonstop_word_count,nonstop_char_count,nonstop_token_proportion,adj,adp,adv,aux,conj,cconj,det,intj,noun,num,part,pron,propn,punct,sconj,sym,verb,x,space,mean_adj,mean_adp,mean_adv,mean_aux,mean_conj,mean_cconj,mean_det,mean_intj,mean_noun,mean_num,mean_part,mean_pron,mean_propn,mean_punct,mean_sconj,mean_sym,mean_verb,mean_x,mean_space
-0.79960245,-0.6306876,-0.48886982,-1.0117873,-1.4417031,-0.7719803,69.45,7.4,10.3,6.45,11.4,6.73,21,13.25,11.43,7.0,6,1.0555555555555556,9,1.0,8,979,189,5.1798941798941796,8,23.625,1.507462686567164,8.029850746268657,0.46543778801843316,9,19,17,10,0,8,26,0,24,0,8,19,8,26,5,0,38,0,3,1.0,2.11,1.89,1.11,0.0,0.89,2.89,0.0,2.67,0.0,0.89,2.11,0.89,2.0,0.56,0.0,4.22,0.0,0.78
0.26023853,-0.04066809,0.3111496,0.04606855,0.22013272,0.30677184,77.91,6.9,9.1,8.01,12.6,6.81,22,13.25,11.43,7.0,6,0.9818181818181818,9,1.7142857142857142,12,1033,187,5.524064171122995,7,26.714285714285715,1.507462686567164,8.552238805970148,0.46543778801843316,19,22,11,7,0,17,29,0,37,3,1,8,9,32,3,0,23,0,2,2.38,2.75,1.38,0.88,0.0,2.12,3.62,0.0,4.5,0.38,0.12,1.0,1.25,3.12,0.38,0.0,2.88,0.0,0.75
0.13265042,0.15358688,0.121763386,0.20722654,0.32150558,0.50318074,81.06,8.1,7.9,5.17,8.7,1.93,9,10.4,9.98,8.0,7,1.0504587155963303,10,0.625,5,947,190,4.984210526315789,8,23.75,1.5,8.133333333333333,0.4147465437788018,16,17,12,13,0,10,25,0,31,0,5,23,5,28,8,0,26,0,3,1.78,1.89,1.33,1.44,0.0,1.11,2.78,0.0,3.44,0.0,0.56,2.56,0.56,2.22,0.89,0.0,2.89,0.0,0.78
0.92679876,0.49424163,0.46367162,0.8756658,0.7286913,0.6512649,84.34,5.5,8.7,4.31,10.5,1.8,4,10.2,11.83,6.0,5,0.8701923076923077,7,0.5,3,837,173,4.838150289017341,8,21.625,1.3076923076923077,6.184615384615385,0.4106280193236715,8,15,15,8,0,14,24,2,26,0,3,27,3,34,4,0,26,0,3,1.0,1.88,1.88,1.0,0.0,1.75,3.0,0.25,3.25,0.0,0.38,3.38,0.38,3.38,0.5,0.0,3.25,0.0,0.75
0.09598539,-0.051550437,0.3610691,-0.08753068,-0.122799955,-0.00041817164,76.49,7.4,9.6,5.93,11.5,2.12,9,12.75,11.96,12.0,11,1.2420091324200913,8,2.142857142857143,15,1002,196,5.112244897959184,7,28.0,1.4029850746268657,7.7611940298507465,0.4392523364485981,8,25,10,11,0,11,34,0,41,3,4,16,12,21,2,0,22,0,4,1.0,3.12,1.25,1.38,0.0,1.38,4.25,0.0,5.12,0.38,0.5,2.0,1.5,1.75,0.25,0.0,2.75,0.0,0.75
0.42609373,-0.081043325,-0.29852122,0.25834185,0.049922824,0.0076924036,89.31,5.1,6.8,5.06,9.0,1.6,5,7.5,9.64,6.0,5,0.9626556016597511,7,1.6,16,975,190,5.131578947368421,10,19.0,1.4545454545454546,6.8311688311688314,0.4609053497942387,11,24,12,8,0,11,25,0,35,15,6,14,4,47,3,0,26,0,2,1.1,2.4,1.2,0.8,0.0,1.1,2.5,0.0,3.4,1.5,0.6,1.4,0.5,4.0,0.3,0.0,2.6,0.0,0.7
-0.7362326,-0.9170915,-0.9959178,-0.9488057,-0.8164022,-0.56373763,78.72,6.4,8.8,5.64,10.3,6.44,15,12.75,10.99,6.0,5,1.1344086021505377,8,0.6666666666666666,4,796,154,5.1688311688311686,6,25.666666666666668,1.574468085106383,8.829787234042554,0.4088397790055249,12,28,12,5,0,7,16,0,20,0,2,16,8,30,9,0,22,0,1,1.71,4.0,1.71,0.71,0.0,1.0,2.29,0.0,2.86,0.0,0.29,2.29,1.14,3.43,1.29,0.0,3.14,0.0,0.71
0.4793815,0.83092064,0.5130751,0.4197681,0.5266061,0.62752616,81.36,6.2,7.8,4.82,8.3,5.67,9,10.4,9.68,6.0,5,0.9456521739130435,7,0.8571428571428571,6,804,165,4.872727272727273,7,23.571428571428573,1.3846153846153846,7.173076923076923,0.3891891891891892,8,19,11,12,0,11,15,0,21,2,10,21,3,20,3,0,29,0,2,1.0,2.38,1.38,1.5,0.0,1.38,1.88,0.0,2.62,0.25,1.25,2.62,0.38,1.62,0.38,0.0,3.62,0.0,0.75
-1.4457068,-1.3882511,-1.2836772,-1.4855521,-1.3020976,-1.3022112,78.99,8.5,6.6,6.03,7.2,5.68,13,8.166666666666666,8.18,7.0,6,0.8377192982456141,10,1.0,10,936,169,5.538461538461538,17,9.941176470588236,1.6721311475409837,9.180327868852459,0.4880382775119617,10,14,17,6,0,9,10,0,26,0,7,27,16,45,4,0,32,0,3,0.83,1.17,1.42,0.5,0.0,0.75,0.83,0.0,2.17,0.0,0.58,2.25,1.33,3.25,0.33,0.0,2.67,0.0,0.92
-0.15106635,-0.191208,0.03996437,0.33410323,0.8982159,-0.09928361,81.16,6.0,7.9,4.24,8.0,1.93,9,7.666666666666666,9.52,8.0,7,1.2454545454545454,9,0.4444444444444444,4,915,188,4.867021276595745,9,20.88888888888889,1.4142857142857144,7.1,0.4541284403669725,15,21,12,7,0,8,31,0,36,0,7,16,4,31,7,0,27,0,2,1.5,2.1,1.2,0.7,0.0,0.8,3.1,0.0,3.6,0.0,0.7,1.6,0.4,2.2,0.7,0.0,2.7,0.0,0.7
0.17214887,0.26719537,0.3835303,0.46061695,0.36882693,0.3719441,81.56,6.9,7.7,4.53,8.2,5.66,9,10.4,9.85,8.0,7,0.9230769230769231,8,0.2222222222222222,2,802,161,4.9813664596273295,9,17.88888888888889,1.3692307692307693,6.661538461538462,0.46596858638743455,3,21,18,2,0,9,17,0,21,0,10,15,8,32,4,0,37,0,1,0.33,2.33,2.0,0.22,0.0,1.0,1.89,0.0,2.33,0.0,1.11,1.67,0.89,2.67,0.44,0.0,4.11,0.0,0.67
-0.48763698,-0.24507128,-0.07479188,-0.237205,-0.26624343,-0.12222884,73.85,3.1,10.7,5.64,12.5,2.3,9,9.0,12.4,13.0,12,1.091324200913242,10,1.1428571428571428,8,934,186,5.021505376344086,8,23.25,1.639344262295082,8.163934426229508,0.45662100456621,16,12,20,8,0,9,19,0,22,2,8,20,11,33,8,0,31,0,4,2.29,1.71,2.86,1.14,0.0,1.29,2.71,0.0,3.14,0.29,1.14,2.86,1.57,3.86,1.14,0.0,4.43,0.0,0.86
0.7170852,0.6199429,0.933654,0.9504769,0.7030763,0.91214925,73.55,5.5,10.8,4.42,11.7,2.22,8,25.5,12.52,11.0,10,1.064516129032258,10,1.0,7,900,187,4.81283422459893,8,23.375,1.3846153846153846,6.753846153846154,0.4166666666666667,6,24,9,10,0,4,29,0,32,1,9,22,7,28,9,0,28,0,3,0.67,2.67,1.0,1.11,0.0,0.44,3.22,0.0,3.56,0.11,1.0,2.44,0.78,2.22,1.0,0.0,3.11,0.0,0.78
-0.42499238,-1.1334592,-0.6702666,-0.55321926,-0.15727533,-0.846335,75.71,3.1,12.0,6.22,16.1,2.6,7,16.666666666666668,15.0,3.0,2,1.4337349397590362,11,1.0,4,759,150,5.06,4,37.5,1.4423076923076923,7.538461538461538,0.4491017964071856,9,19,8,9,0,7,30,0,35,0,5,3,0,17,2,0,23,0,2,1.8,3.8,1.6,1.8,0.0,1.4,6.0,0.0,7.0,0.0,1.0,0.6,0.0,2.6,0.4,0.0,4.6,0.0,0.6
1.0818809,0.9241385,1.0068148,1.1475753,1.139881,0.87909085,90.13,5.1,6.5,6.22,9.2,1.92,9,12.75,9.54,7.0,6,0.9255813953488372,9,1.375,11,955,183,5.218579234972678,8,22.875,1.5555555555555556,8.19047619047619,0.4688995215311005,11,14,17,8,0,9,31,0,33,3,2,15,8,29,4,0,31,0,4,1.38,1.75,2.12,1.0,0.0,1.12,3.88,0.0,4.0,0.38,0.25,1.88,1.0,2.75,0.5,0.0,4.0,0.0,0.88
-0.07343378,0.087261304,-0.056315754,-0.100765474,-0.9556762,0.08025631,94.45,6.3,2.7,5.08,3.5,5.0,9,4.2,4.75,5.0,4,0.905,6,0.5625,9,892,166,5.373493975903615,16,10.375,1.40625,7.703125,0.45454545454545453,12,12,9,19,0,6,20,0,25,1,8,25,12,30,2,0,19,0,3,0.75,0.75,0.56,1.19,0.0,0.38,1.25,0.0,1.5,0.06,0.5,1.56,0.81,0.94,0.12,0.0,1.19,0.0,0.94
-0.8414774,-1.1595365,-0.8121277,-0.7656399,-0.39215472,-0.6980581,93.27,3.1,5.3,5.05,7.1,1.63,8,7.333333333333334,8.08,5.0,4,1.0257510729613735,8,1.2,12,1008,200,5.04,10,20.0,1.4492753623188406,7.550724637681159,0.43478260869565216,6,28,14,11,0,12,24,0,32,1,11,18,13,30,3,0,31,0,4,0.55,2.55,1.27,1.0,0.0,1.09,2.18,0.0,2.91,0.09,1.0,1.64,1.18,1.82,0.27,0.0,2.82,0.0,0.82
-0.19692422,-0.14550148,0.00088760955,-0.056670524,0.23534918,-0.60999256,82.17,7.2,7.5,5.29,8.7,5.72,11,17.0,9.56,6.0,5,1.0178571428571428,8,0.6,6,923,182,5.071428571428571,14,13.0,1.4782608695652173,7.304347826086956,0.45535714285714285,9,15,12,14,0,8,21,0,24,1,5,25,10,41,6,0,34,0,4,0.64,1.07,0.86,1.0,0.0,0.57,1.5,0.0,1.71,0.07,0.36,1.79,0.64,2.07,0.43,0.0,2.43,0.0,0.86
0.8726183,1.0709814,0.6454104,0.815263,0.8496267,0.5781687,88.67,6.9,5.0,4.06,4.9,5.3,8,13.25,7.37,5.0,4,0.7840909090909091,6,0.2,2,727,143,5.083916083916084,12,11.916666666666666,1.4901960784313726,7.450980392156863,0.4342857142857143,4,8,20,12,0,9,10,1,14,1,8,22,6,31,3,0,28,0,3,0.45,0.73,1.73,1.09,0.0,0.82,0.91,0.09,1.18,0.09,0.73,2.0,0.55,1.91,0.27,0.0,2.64,0.0,0.82
-0.65257704,-0.5591868,-0.6138014,-0.7621929,-0.7788245,-0.5939666,81.97,7.2,7.5,4.65,7.9,1.74,7,13.25,9.42,8.0,7,1.0140845070422535,8,1.875,15,900,184,4.891304347826087,8,23.0,1.4137931034482758,7.155172413793103,0.38317757009345793,4,21,14,21,0,9,19,0,15,2,11,20,14,29,8,0,27,0,2,0.33,2.33,1.67,2.33,0.0,1.0,2.11,0.0,1.67,0.22,1.22,2.22,1.56,2.33,0.89,0.0,3.0,0.0,0.78
-0.90259725,-0.53951603,-0.7755195,-1.1708162,-1.2162637,-0.390305,77.47,8.5,7.2,6.91,8.4,5.78,13,8.166666666666666,8.57,9.0,8,0.963963963963964,7,0.25,3,936,171,5.473684210526316,14,12.214285714285714,1.7571428571428571,8.885714285714286,0.5610859728506787,12,16,8,4,0,8,25,0,37,0,5,10,14,48,1,0,31,0,4,1.0,1.33,0.67,0.33,0.0,0.67,2.08,0.0,3.08,0.0,0.42,0.83,1.17,3.25,0.08,0.0,2.58,0.0,1.0
-0.738355,-0.9561566,-1.0947936,-0.8743834,-0.2392613,-1.2405589,95.91,6.4,4.3,4.06,5.3,5.41,9,7.5,7.8,5.0,4,0.8972972972972973,7,0.5,5,777,155,5.012903225806451,10,15.5,1.5263157894736843,7.526315789473684,0.4603174603174603,8,16,13,9,0,9,17,1,28,2,4,19,3,31,4,0,23,0,2,0.8,1.6,1.2,0.9,0.0,0.9,1.7,0.1,2.8,0.2,0.4,2.0,0.3,2.4,0.4,0.0,2.3,0.0,0.5
-0.42553928,-0.63309985,-0.54815423,-0.98027706,-0.80973643,-0.6957331,88.57,3.1,5.0,2.9,4.2,1.25,5,6.142857142857143,6.6,5.0,4,1.0608695652173914,8,1.25,15,866,178,4.865168539325842,17,10.470588235294118,1.7142857142857142,7.5396825396825395,0.4909090909090909,11,12,15,12,0,10,13,0,21,1,11,25,21,40,5,0,28,0,4,0.65,0.76,0.82,0.71,0.0,0.59,0.76,0.0,1.24,0.06,0.65,1.47,1.18,1.76,0.29,0.0,1.71,0.0,0.88
-0.26322573,-0.64941376,-0.6561453,-0.66357005,-0.6163931,-0.43233815,83.39,6.9,7.0,6.79,9.4,5.65,9,10.4,9.17,7.0,6,0.856353591160221,7,1.625,13,806,150,5.373333333333333,10,15.0,1.6666666666666667,8.941176470588236,0.4748603351955307,7,15,12,5,0,9,20,1,24,2,3,17,12,29,3,0,22,0,4,0.64,1.45,1.0,0.45,0.0,0.82,1.82,0.09,2.27,0.18,0.27,1.55,1.0,1.82,0.27,0.0,2.0,0.0,0.82
-0.06770435,0.1329274,0.058607437,-0.048819456,-0.086375624,0.3533962,78.01,8.4,9.1,7.03,11.7,6.31,16,17.0,11.61,12.0,11,1.1179245283018868,8,0.5714285714285714,4,992,187,5.304812834224599,7,26.714285714285715,1.4761904761904763,8.222222222222221,0.4325581395348837,9,21,12,15,0,14,26,0,33,2,7,11,7,25,7,0,24,0,3,1.12,2.62,1.5,1.88,0.0,1.75,3.25,0.0,4.12,0.25,0.88,1.38,0.88,2.25,0.88,0.0,3.0,0.0,0.75
0.058230896,-0.11070732,-0.28627884,0.031395085,0.06554396,0.05635202,85.73,7.2,6.1,6.85,8.5,5.82,12,7.666666666666666,8.76,6.0,5,0.9381443298969072,7,0.875,7,834,154,5.415584415584416,13,11.846153846153847,1.7222222222222223,9.166666666666666,0.48205128205128206,9,14,13,7,0,10,21,0,27,0,6,13,5,37,5,0,28,0,3,0.82,1.27,1.18,0.64,0.0,0.91,1.91,0.0,2.45,0.0,0.55,1.18,0.45,2.45,0.45,0.0,2.55,0.0,0.82
0.2869066,0.02020876,0.4625254,0.23613533,0.15718779,0.36451527,99.67,3.1,2.8,4.63,4.1,1.26,7,6.142857142857143,5.56,5.0,4,1.1031390134529149,9,0.21428571428571427,3,979,194,5.046391752577319,14,13.857142857142858,1.59375,8.171875,0.4594594594594595,10,21,11,15,0,11,41,0,50,1,4,10,1,29,2,0,18,0,2,0.71,1.5,0.79,1.07,0.0,0.79,2.93,0.0,3.57,0.07,0.29,0.71,0.07,1.14,0.14,0.0,1.29,0.0,0.86
0.5602172,0.29040793,0.5280924,0.90097976,0.49478516,0.4179671,84.71,6.6,6.5,6.15,8.0,5.81,12,7.5,8.61,7.0,6,1.0372340425531914,8,0.25,2,841,160,5.25625,8,20.0,1.403225806451613,7.693548387096774,0.4702702702702703,10,18,11,8,0,4,29,0,32,1,9,8,6,26,4,0,23,0,3,1.25,2.25,1.38,1.0,0.0,0.5,3.62,0.0,4.0,0.12,1.12,1.0,0.75,2.38,0.5,0.0,2.88,0.0,0.75
-0.810049,-0.8811193,-0.5168384,-0.6108148,-1.08514,-0.75215614,87.55,6.1,5.4,6.78,7.5,5.57,13,10.4,7.63,6.0,5,0.8949771689497716,7,0.9090909090909091,10,1024,191,5.361256544502618,14,13.642857142857142,1.7272727272727273,9.318181818181818,0.5181818181818182,16,20,13,8,0,14,29,3,37,5,3,7,7,27,2,0,29,0,3,1.45,1.82,1.27,0.73,0.0,1.27,2.64,0.27,3.36,0.45,0.27,0.64,0.64,1.55,0.09,0.0,2.64,0.0,0.82
0.5402483,0.49638563,0.80589086,0.75467306,0.5047727,0.5537725,74.46,7.6,10.4,5.58,12.2,2.03,5,10.2,12.69,13.0,12,0.9833333333333333,8,1.6666666666666667,10,761,151,5.039735099337748,8,18.875,1.5384615384615385,7.884615384615385,0.449438202247191,7,16,8,8,0,8,18,0,27,2,3,21,8,27,0,0,27,0,4,1.17,2.67,1.33,1.33,0.0,1.33,3.0,0.0,4.5,0.33,0.5,3.5,1.33,3.67,0.0,0.0,4.5,0.0,0.83
-0.6911741,-0.90149873,-0.47166902,-0.6908789,-0.80985606,-0.79071045,69.65,8.3,10.2,7.78,12.6,6.53,16,11.0,11.71,8.0,7,1.07035175879397,9,0.6666666666666666,4,881,157,5.611464968152866,6,26.166666666666668,1.631578947368421,9.298245614035087,0.4895833333333333,21,14,14,8,0,6,15,0,29,2,8,15,2,37,7,0,22,0,4,3.0,2.0,2.0,1.14,0.0,0.86,2.14,0.0,4.14,0.29,1.14,2.14,0.29,4.43,1.0,0.0,3.14,0.0,0.71
0.36007416,-0.027307348,0.24263956,0.20784861,0.044440337,-0.088698536,77.03,6.7,11.5,6.11,15.5,2.32,6,25.5,14.92,7.0,6,0.9864253393665159,12,1.5,9,927,177,5.237288135593221,7,25.285714285714285,1.5666666666666667,8.2,0.4392523364485981,13,18,18,10,0,7,21,0,21,1,6,22,9,38,10,0,28,0,4,1.62,2.25,2.25,1.25,0.0,0.88,2.62,0.0,2.62,0.12,0.75,2.75,1.12,3.88,1.25,0.0,3.5,0.0,0.75
0.259708,0.2992405,0.5593846,0.033741638,0.34025502,0.14186768,84.61,3.1,6.5,4.53,7.1,1.36,4,9.0,8.16,7.0,6,0.9363636363636364,6,1.0,10,910,183,4.972677595628415,14,13.071428571428571,1.8095238095238095,8.682539682539682,0.5205479452054794,16,16,12,11,0,14,13,2,30,2,7,20,6,35,4,0,33,0,5,1.14,1.14,0.86,0.79,0.0,1.0,0.93,0.14,2.07,0.14,0.5,1.43,0.5,1.57,0.29,0.0,2.36,0.0,0.86
0.5625732,0.6352007,0.5846908,0.15859702,0.5247791,0.46236295,78.42,7.2,8.9,6.51,11.1,5.75,8,10.4,10.85,7.0,6,0.9202127659574468,8,0.6666666666666666,4,829,157,5.280254777070064,7,22.428571428571427,1.6923076923076923,9.211538461538462,0.4782608695652174,16,14,9,7,0,11,24,2,31,2,5,7,4,28,2,0,26,0,3,2.67,2.33,1.5,1.17,0.0,1.83,4.0,0.33,5.17,0.33,0.83,1.17,0.67,3.83,0.33,0.0,4.33,0.0,0.83
0.8423773,0.7108628,0.8646039,0.6847021,0.9583598,0.6866083,73.21,9.6,8.8,6.62,9.8,6.15,14,11.4,10.55,7.0,6,1.1055276381909547,9,0.14285714285714285,1,859,159,5.40251572327044,9,17.666666666666668,1.4915254237288136,8.525423728813559,0.4635416666666667,18,16,6,12,0,9,28,0,42,2,2,10,1,37,4,0,13,0,1,1.89,1.78,0.67,1.33,0.0,1.0,3.11,0.0,4.67,0.22,0.22,1.11,0.22,3.22,0.44,0.0,1.44,0.0,0.78
0.05143586,0.19241564,0.39494812,0.2747851,0.32048926,0.6160083,79.3,7.6,6.5,6.38,7.1,6.05,17,7.833333333333334,8.08,7.0,6,1.1004784688995215,7,1.2,12,922,171,5.391812865497076,11,15.545454545454545,1.5166666666666666,8.516666666666667,0.44607843137254904,6,20,9,8,0,10,24,0,32,3,3,19,10,33,3,0,28,0,2,0.5,1.67,0.75,0.67,0.0,0.83,2.0,0.0,2.67,0.25,0.25,1.58,0.83,2.0,0.25,0.0,2.33,0.0,0.83
0.07898438,-0.06523856,-0.10388976,0.08360274,0.12640634,0.37822163,80.96,3.1,7.9,5.29,9.1,6.06,15,25.0,9.6,6.0,5,0.9393939393939394,9,0.3,3,967,191,5.06282722513089,12,15.916666666666666,1.4,6.973333333333334,0.4608695652173913,11,24,15,8,0,11,28,0,37,0,10,9,6,40,1,0,32,0,2,1.1,2.4,1.5,0.8,0.0,1.1,2.8,0.0,3.6,0.0,1.0,0.9,0.7,3.1,0.1,0.0,3.2,0.0,0.8
-0.06606224,-0.124126755,-0.27141047,-0.23088583,-0.46518156,-0.2580829,72.5,8.3,9.1,6.68,10.6,5.92,10,26.5,10.99,11.0,10,1.0833333333333333,7,1.0,7,767,144,5.326388888888889,12,12.0,1.7,8.6,0.4748603351955307,9,14,11,16,0,7,22,1,24,1,3,12,6,34,2,0,18,0,3,1.0,1.56,1.22,1.78,0.0,0.78,2.44,0.11,2.67,0.11,0.33,1.33,0.67,2.89,0.22,0.0,2.0,0.0,0.89
0.37483326,0.086981714,0.36394134,0.37053826,0.19032177,0.07988845,89.08,6.1,4.8,5.39,5.6,5.33,10,6.428571428571429,7.08,6.0,5,0.9223300970873787,7,1.8181818181818181,20,899,173,5.196531791907514,11,15.727272727272727,1.6545454545454545,9.018181818181818,0.4527363184079602,5,21,10,17,0,7,20,0,26,3,1,22,20,30,1,0,23,0,3,0.42,1.75,0.83,1.42,0.0,0.58,1.67,0.0,2.17,0.25,0.08,1.83,1.67,1.58,0.08,0.0,1.92,0.0,0.92
0.7861663,0.78868407,0.77841765,0.97114146,0.7320499,0.616348,80.55,8.0,8.1,5.58,9.9,5.95,12,7.833333333333334,10.7,8.0,7,1.0377358490566038,8,0.75,6,878,171,5.1345029239766085,13,13.153846153846153,1.5692307692307692,7.707692307692308,0.4835680751173709,13,17,13,12,0,7,24,1,25,0,4,18,7,41,5,0,26,0,3,1.08,1.42,1.08,1.0,0.0,0.58,2.0,0.08,2.08,0.0,0.33,1.5,0.58,2.5,0.42,0.0,2.17,0.0,0.83
0.5227624,0.59450984,0.7888329,0.8689626,0.8837253,0.7389541,88.47,6.4,5.0,3.36,4.2,5.73,12,7.833333333333334,7.18,6.0,5,0.9470588235294117,7,0.8888888888888888,8,707,148,4.777027027027027,9,16.444444444444443,1.4166666666666667,6.895833333333333,0.40476190476190477,6,8,11,15,0,8,23,0,23,0,2,19,10,20,4,0,21,0,2,0.6,0.8,1.1,1.5,0.0,0.8,2.3,0.0,2.3,0.0,0.2,1.9,1.0,1.2,0.4,0.0,2.1,0.0,0.8
0.0407974,-0.24279392,-0.08204513,-0.14967519,-0.12727523,0.021491706,82.99,6.0,7.2,5.22,8.5,5.98,14,12.75,9.25,6.0,5,0.7446808510638298,7,0.8,8,915,174,5.258620689655173,12,14.5,1.6111111111111112,7.736111111111111,0.5,6,13,21,5,0,10,21,0,27,3,7,20,6,56,5,0,36,0,3,0.6,1.3,2.1,0.5,0.0,1.0,2.1,0.0,2.7,0.3,0.7,2.0,0.6,4.7,0.5,0.0,3.6,0.0,0.8
0.43652874,0.25814068,0.2673424,0.5423318,0.46381375,0.51819694,86.03,5.0,6.0,4.99,6.4,1.68,8,7.333333333333334,7.6,6.0,5,1.0578947368421052,10,0.8888888888888888,8,846,170,4.976470588235294,9,18.88888888888889,1.5,7.785714285714286,0.4444444444444444,18,22,20,12,0,8,20,0,31,1,3,12,4,20,4,0,16,0,2,1.9,2.2,1.9,1.2,0.0,0.8,2.0,0.0,3.1,0.1,0.3,1.2,0.4,1.1,0.4,0.0,1.6,0.0,0.8
0.41478592,0.40276155,0.2190689,0.5364888,0.29737568,0.42457518,80.14,6.4,8.2,5.81,9.8,5.71,8,17.0,10.19,6.0,5,1.1479289940828403,9,1.7142857142857142,12,756,149,5.073825503355705,7,21.285714285714285,1.4727272727272727,7.4363636363636365,0.47368421052631576,10,17,8,10,0,13,24,0,29,7,1,8,5,22,1,0,16,0,3,1.25,2.12,1.0,1.25,0.0,1.62,3.0,0.0,3.62,0.88,0.12,1.0,0.62,1.88,0.12,0.0,2.0,0.0,0.62
0.9500475,1.0295138,0.7510482,0.9665454,1.1969501,0.81540215,82.99,8.1,7.2,5.98,8.7,1.72,7,13.5,9.25,9.0,8,0.8905472636815921,6,0.75,6,908,176,5.159090909090909,8,22.0,1.6333333333333333,8.55,0.48514851485148514,19,15,13,6,0,14,22,0,31,3,6,15,5,26,1,0,26,0,3,2.11,1.67,1.44,0.67,0.0,1.56,2.44,0.0,3.44,0.33,0.67,1.67,0.56,2.0,0.11,0.0,2.89,0.0,0.78
0.536991,0.31346658,0.5748447,0.3836774,0.25355217,0.059030756,87.25,6.3,5.5,5.22,6.4,1.59,8,7.833333333333334,7.12,6.0,5,0.9368932038834952,8,1.2727272727272727,14,905,177,5.112994350282486,11,16.09090909090909,1.7166666666666666,8.833333333333334,0.5024390243902439,15,20,10,8,0,11,31,0,36,1,4,8,9,28,2,0,24,0,2,1.17,1.67,0.83,0.67,0.0,0.92,2.58,0.0,2.92,0.08,0.33,0.67,0.92,1.42,0.17,0.0,2.0,0.0,0.83
0.4490708,0.4341626,0.59071755,0.29087123,0.5462677,0.53164935,79.43,3.1,8.5,5.17,9.6,1.68,4,9.0,10.2,9.0,8,0.9314285714285714,6,1.0,7,760,153,4.967320261437909,7,21.857142857142858,1.7083333333333333,8.395833333333334,0.4659090909090909,8,13,10,8,0,7,15,1,26,2,9,16,5,23,5,0,28,0,3,1.14,1.86,1.43,1.14,0.0,1.0,2.14,0.14,3.71,0.29,1.29,2.29,0.71,2.43,0.71,0.0,4.0,0.0,0.71
0.6545224,0.40796015,0.62164354,0.6827279,0.5836733,0.62034917,88.06,6.6,5.2,4.58,5.3,1.43,7,10.4,7.01,5.0,4,0.9216589861751152,8,0.6363636363636364,7,930,187,4.973262032085562,11,17.0,1.4285714285714286,7.222222222222222,0.4147465437788018,16,20,16,15,0,5,23,0,30,2,9,17,5,29,5,0,25,0,4,1.45,1.82,1.36,1.36,0.0,0.45,2.09,0.0,2.73,0.18,0.82,1.55,0.55,1.73,0.45,0.0,2.27,0.0,0.91
-0.40994743,-0.40758792,-0.101025045,-0.21178705,-0.25853375,-0.4851055,69.79,3.1,12.2,5.76,14.9,6.27,8,12.5,14.0,13.0,12,0.7928994082840237,7,1.1666666666666667,7,712,140,5.085714285714285,9,15.555555555555555,1.7777777777777777,8.822222222222223,0.47058823529411764,9,8,13,6,0,6,14,2,20,1,3,19,8,30,8,0,24,0,3,1.12,1.0,1.62,0.75,0.0,0.75,1.75,0.25,2.5,0.12,0.38,2.38,1.0,2.88,1.0,0.0,3.0,0.0,0.62
0.5641291,0.14373083,0.29327676,0.3844733,0.1883387,0.33886132,93.07,6.6,5.3,3.19,5.8,1.59,6,9.0,8.65,9.0,8,0.8838383838383839,8,0.25,2,770,160,4.8125,10,16.0,1.3559322033898304,6.288135593220339,0.41450777202072536,5,22,13,8,0,9,24,0,26,4,4,21,0,35,3,0,25,0,3,0.56,2.44,1.44,0.89,0.0,1.0,2.67,0.0,2.89,0.44,0.44,2.33,0.0,3.0,0.33,0.0,2.78,0.0,0.78
0.348406,0.20825772,0.24474813,0.5928834,-0.25220624,0.11786093,78.48,8.2,6.8,5.86,7.1,5.7,12,8.166666666666666,7.98,8.0,7,0.8358974358974359,7,1.3333333333333333,12,853,163,5.233128834355829,13,12.538461538461538,1.4666666666666666,7.6,0.4489795918367347,8,12,15,16,0,11,15,0,23,3,5,13,9,33,7,0,26,0,4,0.67,1.08,1.17,1.33,0.0,0.92,1.25,0.0,1.92,0.25,0.42,1.08,0.75,1.83,0.58,0.0,2.17,0.0,0.83
0.4508625,0.4992052,0.4437179,0.841148,0.55321676,0.37933135,42.05,7.8,20.8,8.08,26.8,7.78,15,17.333333333333332,22.09,8.0,7,0.70995670995671,6,1.0,5,906,156,5.8076923076923075,15,10.4,1.71875,8.921875,0.5211267605633803,6,11,3,11,0,12,19,2,38,1,2,19,8,66,5,0,26,0,7,0.67,1.22,0.33,1.22,0.0,1.33,2.11,0.22,4.22,0.11,0.22,2.11,0.89,6.44,0.56,0.0,2.89,0.0,1.11
